seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
0,10,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,31.6061,6.78666,2326.73,140.869,3.15152,0.918559,0.00381818,0.0019757,23.2727,3.91711
4,20,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,52.0,9.57862,2369.91,123.689,3.36364,0.901388,0.0134545,0.00265861,79.6364,10.1873
8,30,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,65.0909,10.4264,2451.39,44.2577,4.12121,0.935414,0.026303,0.0036184,160.03,12.1128
12,40,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,79.8788,12.5866,2461.7,27.1633,4.18182,1.0,0.0482121,0.00546442,284.758,21.4614
16,50,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,91.9394,13.486,2460.7,38.1989,4.51515,1.18585,0.0756061,0.00859847,428.727,31.9922
20,60,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,100.424,13.5992,2452.0,47.1295,4.75758,1.21192,0.10403,0.0115717,591.97,29.413
24,70,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,114.939,15.4757,2476.0,23.0827,5.0303,0.951972,0.139091,0.0120943,800.303,41.016
28,80,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,119.697,15.7192,2475.15,27.592,5.06061,0.935414,0.180364,0.015433,1037.06,43.9161
32,90,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,132.364,13.1763,2477.55,26.7267,5.51515,0.883883,0.229455,0.0376772,1291.03,39.3696
36,100,100,8,10,1,2500,5,0.05,0.5,2,1,33,150,0,0,1,0,0,139.212,14.4714,2474.24,24.6171,5.63636,0.883883,0.286879,0.0497988,1602.36,63.891
