seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
172,50,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1394.7,8.24432,0.0,0.0,0.0,0.0,0.0,0.0,15.8463,0.0936486
188,100,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4605.21,12.0998,0.0,0.0,0.0,0.0,0.0,0.0,25.863,0.08091
204,150,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7897.24,12.1784,0.0,0.0,0.0,0.0,0.0,0.0,27.9869,0.0876494
220,200,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11188.7,17.0441,0.0,0.0,0.0,0.0,0.0,0.0,28.8431,0.072269
236,250,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14474.8,17.6015,0.0,0.0,0.0,0.0,0.0,0.0,29.3259,0.0582305
252,300,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,17763.9,16.9069,0.0,0.0,0.0,0.0,0.0,0.0,29.6326,0.0522456
268,350,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,21054.3,13.621,0.0,0.0,0.0,0.0,0.0,0.0,29.8324,0.0447162
284,400,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,24340.2,17.2835,0.0,0.0,0.0,0.0,0.0,0.0,29.978,0.0471769
300,450,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,27631.9,19.9468,0.0,0.0,0.0,0.0,0.0,0.0,30.0909,0.0376882
316,500,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,30923.8,20.2415,0.0,0.0,0.0,0.0,0.0,0.0,30.1866,0.0414712
