seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
166,50,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1265.09,12.0195,0.0,0.0,0.0,0.0,0.0,0.0,10.0762,0.184766
182,100,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2899.15,17.4347,0.0,0.0,0.0,0.0,0.0,0.0,11.0386,0.171755
198,150,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4539.91,15.4657,0.0,0.0,0.0,0.0,0.0,0.0,11.3074,0.125243
214,200,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6168.85,21.1896,0.0,0.0,0.0,0.0,0.0,0.0,11.4681,0.0860903
230,250,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7824.0,20.5426,0.0,0.0,0.0,0.0,0.0,0.0,11.5594,0.0706422
246,300,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,9452.21,24.0007,0.0,0.0,0.0,0.0,0.0,0.0,11.5956,0.097598
262,350,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11089.2,24.584,0.0,0.0,0.0,0.0,0.0,0.0,11.6613,0.0629474
278,400,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12722.2,26.5224,0.0,0.0,0.0,0.0,0.0,0.0,11.6578,0.0908703
294,450,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14351.5,31.5154,0.0,0.0,0.0,0.0,0.0,0.0,11.6877,0.0823846
310,500,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15992.9,24.671,0.0,0.0,0.0,0.0,0.0,0.0,11.705,0.0564244
